brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
volkswagen,golf,limousine,manuell,diesel,nein,116,150000,178,3000
volkswagen,golf,limousine,manuell,benzin,nein,54,20000,354,10900
audi,a4,kombi,manuell,benzin,nein,125,125000,225,1950
volkswagen,transporter,bus,automatik,diesel,nein,179,10000,12,63900
opel,astra,limousine,automatik,benzin,ja,71,125000,273,500
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,193,800
volkswagen,golf,kombi,manuell,diesel,nein,105,125000,43,8900
audi,100,limousine,automatik,benzin,nein,85,150000,334,2200
volkswagen,golf,limousine,manuell,diesel,ja,140,150000,136,3999
seat,exeo,kombi,manuell,diesel,nein,170,80000,53,12500
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,150000,145,2500
bmw,1er,limousine,manuell,diesel,nein,143,150000,99,5500
ford,focus,kombi,manuell,diesel,nein,110,150000,72,6240
volkswagen,transporter,bus,manuell,diesel,nein,101,150000,156,3500
smart,fortwo,cabrio,automatik,benzin,nein,61,125000,155,2450
bmw,5er,limousine,manuell,benzin,nein,193,150000,229,2950
suzuki,andere,suv,manuell,benzin,nein,97,125000,223,1180
audi,a4,kombi,manuell,diesel,nein,110,150000,230,1385
ford,focus,kombi,manuell,benzin,nein,101,150000,178,1000
mercedes_benz,andere,kombi,manuell,diesel,nein,72,125000,333,1650
peugeot,3_reihe,cabrio,manuell,benzin,nein,109,100000,83,7700
audi,tt,cabrio,manuell,benzin,nein,150,150000,128,7950
ford,focus,limousine,manuell,benzin,nein,101,150000,197,1650
opel,signum,kombi,automatik,benzin,nein,155,150000,153,2400
opel,corsa,kleinwagen,manuell,diesel,nein,75,150000,108,3500
ford,mondeo,kombi,manuell,diesel,nein,131,150000,166,1600
mercedes_benz,andere,limousine,manuell,benzin,nein,109,150000,270,700
audi,a3,kombi,manuell,diesel,nein,140,80000,61,14000
smart,fortwo,kleinwagen,manuell,benzin,nein,54,125000,188,1499
bmw,1er,limousine,manuell,benzin,nein,115,150000,132,6100
fiat,punto,kleinwagen,manuell,benzin,nein,120,150000,102,4150
audi,a4,kombi,manuell,diesel,nein,140,150000,136,5490
renault,espace,bus,manuell,diesel,nein,150,150000,137,2800
renault,scenic,bus,manuell,benzin,nein,107,150000,185,2300
volkswagen,golf,limousine,manuell,benzin,nein,60,150000,269,800
alfa_romeo,145,kleinwagen,manuell,benzin,nein,120,150000,201,1200
audi,a6,limousine,automatik,benzin,nein,299,150000,166,7500
volkswagen,scirocco,coupe,manuell,benzin,nein,211,125000,70,12500
audi,a4,cabrio,automatik,benzin,nein,170,150000,155,6450
smart,fortwo,kleinwagen,automatik,diesel,nein,54,90000,69,5200
mercedes_benz,andere,bus,automatik,diesel,nein,224,150000,82,13990
peugeot,2_reihe,cabrio,manuell,benzin,nein,106,150000,167,3500
volkswagen,golf,limousine,manuell,diesel,nein,140,150000,136,3500
skoda,superb,limousine,automatik,diesel,nein,170,150000,87,8599
mitsubishi,colt,limousine,manuell,lpg,nein,95,150000,117,2999
volkswagen,passat,limousine,manuell,benzin,nein,150,150000,225,1500
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,168,1400
audi,a3,limousine,manuell,benzin,nein,125,125000,79,7500
volkswagen,golf,limousine,manuell,benzin,nein,80,150000,115,3750
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,125,50000,193,3250
volkswagen,touran,bus,manuell,diesel,nein,105,150000,97,5100
nissan,micra,kleinwagen,automatik,benzin,ja,75,150000,210,850
mazda,3_reihe,limousine,manuell,benzin,nein,73,80000,263,850
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,122,80000,29,14890
mini,one,cabrio,manuell,benzin,nein,90,125000,130,5500
bmw,3er,coupe,manuell,benzin,nein,192,125000,179,5333
mercedes_benz,b_klasse,bus,manuell,diesel,nein,109,100000,111,7750
bmw,1er,cabrio,manuell,benzin,nein,143,150000,74,10000
bmw,3er,kombi,automatik,diesel,nein,258,40000,26,39999
peugeot,2_reihe,kombi,manuell,diesel,nein,109,150000,118,2990
audi,a6,kombi,automatik,diesel,nein,179,150000,192,2200
audi,a4,kombi,automatik,diesel,nein,179,150000,164,4400
volkswagen,golf,limousine,manuell,diesel,ja,105,30000,21,6250
hyundai,santa,suv,manuell,benzin,nein,145,150000,145,3999
chrysler,andere,limousine,manuell,benzin,nein,117,150000,210,300
audi,a6,limousine,manuell,benzin,nein,193,150000,194,3300
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,68,100000,122,2900
porsche,cayenne,suv,manuell,benzin,nein,405,150000,102,20499
chevrolet,andere,kombi,manuell,benzin,nein,122,150000,122,2250
opel,corsa,kleinwagen,manuell,benzin,nein,65,125000,203,650
mini,cooper,kleinwagen,manuell,benzin,nein,163,150000,154,5500
opel,corsa,kleinwagen,manuell,benzin,nein,82,70000,91,5000
volkswagen,touran,bus,manuell,diesel,nein,140,150000,87,7650
audi,a4,limousine,manuell,benzin,nein,170,150000,105,8699
volkswagen,golf,limousine,manuell,benzin,nein,101,150000,216,1120
audi,a4,kombi,manuell,diesel,nein,131,150000,157,2800
bmw,5er,kombi,manuell,diesel,nein,204,90000,62,22500
ford,ka,kleinwagen,manuell,benzin,nein,60,100000,153,1250
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,108,7400
mercedes_benz,c_klasse,limousine,manuell,benzin,nein,122,5000,226,1799
volkswagen,sharan,bus,manuell,diesel,nein,131,150000,159,3400
ford,s_max,bus,manuell,diesel,nein,140,150000,105,7150
volkswagen,up,kleinwagen,manuell,benzin,nein,60,30000,33,7150
volkswagen,passat,kombi,manuell,benzin,ja,90,150000,248,400
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,136,3950
bmw,3er,limousine,automatik,benzin,nein,170,60000,166,6200
dacia,duster,suv,manuell,diesel,nein,107,20000,29,12500
skoda,octavia,kombi,manuell,benzin,nein,116,150000,138,3300
toyota,yaris,kleinwagen,manuell,benzin,nein,87,150000,96,4750
mercedes_benz,c_klasse,coupe,manuell,benzin,nein,131,150000,174,2299
chevrolet,captiva,suv,manuell,diesel,nein,163,60000,40,21900
peugeot,1_reihe,kleinwagen,manuell,benzin,nein,73,30000,102,4999
hyundai,santa,suv,manuell,benzin,nein,145,150000,130,3800
audi,a4,limousine,manuell,benzin,ja,101,150000,216,600
volvo,s60,limousine,manuell,benzin,nein,140,150000,173,3950
audi,80,cabrio,manuell,benzin,nein,116,125000,248,5500
volkswagen,touran,bus,manuell,diesel,nein,170,150000,100,8999
bmw,3er,kombi,manuell,benzin,nein,102,150000,221,900
skoda,octavia,kombi,manuell,benzin,nein,122,100000,60,9900
smart,roadster,cabrio,automatik,benzin,nein,82,150000,124,1500
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,125000,107,4150
honda,accord,limousine,manuell,benzin,nein,155,150000,130,5600
mini,cooper,kleinwagen,automatik,benzin,ja,90,150000,168,2500
bmw,3er,kombi,manuell,benzin,nein,99,150000,265,2850
audi,a6,limousine,automatik,diesel,nein,224,150000,130,7890
renault,scenic,bus,manuell,benzin,nein,136,150000,121,2900
mercedes_benz,clk,cabrio,automatik,benzin,nein,170,150000,145,8600
bmw,3er,coupe,automatik,benzin,nein,192,150000,266,3999
hyundai,i_reihe,coupe,manuell,benzin,nein,109,125000,85,5450
renault,laguna,limousine,automatik,benzin,nein,207,150000,180,799
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,169,1650
volkswagen,fox,kleinwagen,manuell,benzin,nein,54,125000,125,2300
renault,megane,limousine,manuell,benzin,nein,90,150000,208,975
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,235,1400
bmw,3er,cabrio,manuell,benzin,ja,170,125000,120,11900
bmw,5er,limousine,automatik,diesel,nein,193,150000,155,7850
volkswagen,polo,kleinwagen,manuell,benzin,nein,75,150000,156,2500
opel,corsa,kleinwagen,manuell,diesel,nein,67,125000,196,990
ford,mondeo,kombi,automatik,benzin,nein,145,150000,180,700
mazda,6_reihe,kombi,manuell,benzin,nein,120,100000,136,6590
mazda,rx_reihe,coupe,manuell,benzin,nein,192,150000,119,3500
bmw,1er,cabrio,automatik,diesel,nein,143,80000,54,19900
mercedes_benz,andere,limousine,manuell,benzin,ja,109,150000,298,2650
ford,galaxy,bus,automatik,diesel,nein,116,150000,167,1599
skoda,roomster,bus,manuell,benzin,nein,86,50000,47,11690
bmw,3er,limousine,automatik,diesel,nein,136,150000,185,3950
mercedes_benz,a_klasse,kleinwagen,manuell,benzin,nein,116,125000,134,3900
kia,sportage,suv,manuell,benzin,nein,136,50000,64,14990
bmw,x_reihe,limousine,automatik,diesel,ja,286,125000,62,23900
audi,a4,limousine,automatik,benzin,nein,131,150000,136,6500
citroen,c4,coupe,manuell,diesel,nein,109,125000,122,2899
volkswagen,touran,kombi,manuell,diesel,nein,143,150000,56,5959
volkswagen,touran,bus,manuell,diesel,nein,105,125000,82,10500
opel,astra,kombi,manuell,diesel,nein,136,30000,22,265
peugeot,2_reihe,cabrio,manuell,benzin,nein,60,150000,298,625
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,234,549
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,150,150000,162,8990
audi,a4,kombi,manuell,diesel,nein,90,150000,203,1599
smart,fortwo,kleinwagen,automatik,benzin,ja,54,150000,208,1250
renault,modus,andere,manuell,diesel,nein,86,150000,129,2500
bmw,3er,limousine,manuell,benzin,nein,118,150000,192,2300
bmw,5er,limousine,manuell,benzin,ja,150,150000,248,799
volkswagen,passat,kombi,manuell,diesel,ja,170,125000,111,5699
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,150000,152,4000
audi,a4,kombi,manuell,diesel,ja,163,150000,139,1800
bmw,3er,limousine,manuell,diesel,nein,197,80000,71,21999
volkswagen,up,kleinwagen,manuell,benzin,nein,60,40000,41,6750
volkswagen,golf,limousine,manuell,diesel,nein,105,150000,115,4750
volkswagen,golf,limousine,manuell,benzin,nein,122,90000,80,9500
honda,civic,limousine,manuell,benzin,nein,99,60000,88,6900
volkswagen,sharan,bus,manuell,diesel,nein,131,150000,153,3300
opel,vectra,limousine,manuell,benzin,nein,122,150000,130,2950
audi,a3,cabrio,manuell,diesel,nein,140,50000,48,22950
volvo,andere,kombi,automatik,benzin,nein,204,150000,287,1000
bmw,3er,limousine,manuell,benzin,nein,105,150000,191,3350
audi,a4,kombi,manuell,benzin,nein,131,80000,151,7400
ford,fiesta,limousine,manuell,benzin,nein,62,80000,83,4995
chevrolet,spark,kleinwagen,manuell,benzin,nein,68,20000,59,6350
ford,fiesta,kleinwagen,manuell,diesel,nein,68,150000,113,3350
mercedes_benz,c_klasse,kombi,manuell,benzin,nein,163,150000,150,1990
ford,fiesta,limousine,manuell,diesel,nein,75,150000,88,4999
mercedes_benz,c_klasse,kombi,automatik,diesel,nein,136,150000,100,9790
volkswagen,golf,kleinwagen,manuell,benzin,ja,75,70000,239,385
mercedes_benz,slk,cabrio,manuell,benzin,nein,170,90000,145,8500
mercedes_benz,andere,coupe,automatik,diesel,nein,170,60000,35,28000
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,82,150000,141,2800
bmw,5er,limousine,manuell,benzin,nein,170,150000,170,3500
opel,astra,kleinwagen,manuell,benzin,nein,65,40000,161,2000
opel,calibra,coupe,automatik,benzin,nein,136,150000,233,1790
smart,fortwo,kleinwagen,automatik,benzin,nein,102,20000,49,10900
opel,zafira,bus,manuell,benzin,nein,147,150000,163,3399
porsche,911,coupe,manuell,benzin,nein,237,150000,366,64911
mercedes_benz,slk,cabrio,automatik,benzin,nein,184,30000,25,29800
opel,astra,limousine,automatik,benzin,nein,75,100000,262,999
peugeot,2_reihe,kleinwagen,manuell,diesel,nein,90,150000,171,1991
bmw,1er,limousine,automatik,benzin,nein,122,80000,79,10500
audi,a6,kombi,manuell,diesel,nein,180,150000,127,5990
opel,zafira,bus,manuell,benzin,nein,192,150000,170,3880
volkswagen,golf,limousine,manuell,diesel,nein,184,50000,31,21990
bmw,3er,kombi,manuell,diesel,nein,143,100000,87,10900
opel,insignia,kombi,manuell,diesel,nein,160,50000,37,17700
volkswagen,golf,kombi,manuell,diesel,ja,105,150000,84,5999
renault,andere,bus,manuell,diesel,nein,101,150000,148,5900
mercedes_benz,c_klasse,limousine,automatik,benzin,ja,122,150000,217,1000
mercedes_benz,a_klasse,limousine,automatik,benzin,nein,102,90000,205,690
subaru,impreza,kombi,manuell,benzin,nein,125,150000,198,699
mini,cooper,kleinwagen,manuell,benzin,nein,184,30000,37,22990
volkswagen,touran,bus,manuell,benzin,nein,102,150000,109,5150
ford,andere,suv,manuell,diesel,nein,150,150000,49,13999
bmw,3er,coupe,manuell,benzin,nein,170,150000,159,5999
opel,zafira,bus,automatik,diesel,nein,150,150000,121,7300
ford,focus,kombi,manuell,benzin,nein,101,125000,195,1499
bmw,5er,limousine,automatik,diesel,nein,163,150000,157,6450
peugeot,andere,bus,manuell,diesel,ja,66,150000,188,1100
audi,a6,kombi,automatik,lpg,nein,170,150000,167,4200
mitsubishi,carisma,limousine,manuell,benzin,nein,125,150000,229,500
volkswagen,golf,limousine,manuell,benzin,nein,271,60000,51,24950
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,155,1950
renault,r19,cabrio,manuell,benzin,nein,88,150000,278,1900
bmw,3er,kombi,manuell,benzin,nein,116,150000,240,3000
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,136,150000,70,8000
ford,ka,kleinwagen,manuell,benzin,nein,60,100000,147,500
mercedes_benz,e_klasse,limousine,automatik,diesel,nein,170,150000,41,16250
opel,astra,kombi,manuell,benzin,nein,74,150000,251,350
mazda,3_reihe,limousine,manuell,benzin,nein,98,150000,173,1200
opel,zafira,bus,manuell,diesel,nein,125,150000,155,2600
opel,insignia,kombi,manuell,diesel,nein,160,125000,73,12200
volkswagen,transporter,bus,manuell,diesel,nein,102,150000,198,3000
bmw,3er,limousine,manuell,benzin,ja,118,150000,219,2100
mercedes_benz,glk,suv,automatik,diesel,nein,170,70000,59,24900
volkswagen,polo,limousine,manuell,benzin,nein,75,150000,239,1350
volkswagen,touareg,suv,automatik,diesel,nein,224,150000,127,8499
citroen,berlingo,bus,manuell,diesel,nein,90,150000,96,3600
fiat,doblo,bus,manuell,diesel,nein,75,150000,89,5200
audi,a3,kombi,manuell,benzin,nein,160,70000,50,15990
audi,a6,limousine,automatik,diesel,nein,233,150000,92,14999
mercedes_benz,c_klasse,limousine,automatik,benzin,nein,457,150000,96,31500
bmw,1er,limousine,manuell,diesel,nein,143,150000,69,8990
renault,twingo,kleinwagen,manuell,benzin,nein,75,80000,49,5500
fiat,500,kleinwagen,manuell,diesel,nein,75,125000,95,6900
volkswagen,touran,bus,manuell,diesel,ja,101,150000,155,3400
ford,fiesta,kleinwagen,manuell,diesel,nein,68,150000,93,3900
audi,a3,limousine,manuell,diesel,nein,90,150000,230,900
opel,astra,limousine,automatik,benzin,nein,75,80000,208,2900
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,189,1350
suzuki,swift,kleinwagen,manuell,benzin,nein,94,50000,52,7350
opel,corsa,kleinwagen,manuell,benzin,ja,54,150000,187,400
hyundai,andere,coupe,manuell,benzin,nein,135,150000,172,3750
volkswagen,passat,kombi,automatik,benzin,nein,116,150000,263,1000
opel,zafira,bus,manuell,benzin,nein,101,125000,182,2300
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,188,2100
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,289,1400
volkswagen,lupo,kleinwagen,manuell,benzin,ja,60,150000,163,1080
mercedes_benz,glk,suv,automatik,diesel,nein,170,100000,79,23450
volkswagen,polo,kleinwagen,manuell,benzin,nein,60,150000,238,299
bmw,x_reihe,suv,manuell,diesel,nein,150,150000,115,6850
opel,corsa,kleinwagen,manuell,benzin,nein,80,125000,94,3799
audi,a4,limousine,manuell,benzin,nein,125,150000,204,1799
skoda,fabia,kombi,manuell,benzin,nein,86,30000,70,7950
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,197,200
renault,laguna,kombi,manuell,benzin,nein,120,150000,169,2350
skoda,roomster,bus,manuell,benzin,ja,86,150000,105,2400
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,88,150000,189,1299
volkswagen,golf,kleinwagen,manuell,benzin,nein,204,150000,175,6500
nissan,micra,kleinwagen,manuell,benzin,ja,57,150000,205,200
mercedes_benz,c_klasse,limousine,automatik,diesel,nein,116,150000,184,2450
mercedes_benz,c_klasse,coupe,automatik,benzin,nein,156,40000,57,24999
skoda,citigo,kleinwagen,manuell,benzin,nein,60,20000,45,6800
alfa_romeo,147,limousine,manuell,benzin,nein,120,100000,131,3999
bmw,3er,kombi,manuell,diesel,nein,143,150000,43,10850
renault,twingo,kleinwagen,manuell,benzin,nein,58,150000,195,999
opel,astra,limousine,manuell,benzin,nein,71,150000,268,999
volkswagen,scirocco,coupe,manuell,benzin,nein,160,150000,92,9700
audi,a4,limousine,manuell,diesel,nein,170,150000,102,9200
ford,focus,kombi,manuell,diesel,nein,110,150000,157,2200
nissan,primera,kombi,manuell,benzin,nein,115,80000,112,3500
renault,twingo,kleinwagen,manuell,benzin,nein,60,150000,205,499
volkswagen,golf,limousine,manuell,diesel,ja,101,150000,165,2500
audi,a3,limousine,manuell,diesel,nein,90,150000,212,1290
mercedes_benz,e_klasse,limousine,manuell,benzin,nein,150,150000,235,1899
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,133,3530
jeep,andere,suv,manuell,diesel,nein,136,30000,49,16579
audi,a4,kombi,automatik,diesel,nein,179,150000,162,2390
fiat,andere,limousine,manuell,benzin,nein,103,150000,187,1200
suzuki,jimny,suv,manuell,benzin,nein,86,90000,103,6499
volkswagen,caddy,bus,manuell,diesel,nein,102,60000,33,9200
renault,laguna,kombi,manuell,diesel,nein,139,125000,120,3700
audi,a6,limousine,automatik,diesel,nein,232,150000,100,7990
volkswagen,golf,kleinwagen,manuell,benzin,nein,101,150000,204,1390
toyota,yaris,kleinwagen,manuell,benzin,nein,99,50000,58,8400
audi,a4,limousine,manuell,diesel,nein,143,150000,60,10650
peugeot,2_reihe,cabrio,manuell,benzin,nein,136,90000,165,3800
volkswagen,transporter,bus,manuell,diesel,nein,86,150000,138,6250
renault,twingo,kleinwagen,manuell,benzin,nein,75,125000,179,1350
bmw,5er,kombi,automatik,benzin,nein,192,150000,163,4500
volkswagen,polo,kleinwagen,manuell,benzin,nein,54,100000,132,2500
opel,insignia,kombi,automatik,diesel,nein,194,100000,39,21500
smart,roadster,cabrio,automatik,benzin,nein,82,150000,145,3490
opel,tigra,cabrio,manuell,benzin,nein,125,100000,130,3600
volkswagen,golf,kombi,manuell,benzin,nein,116,150000,163,2500
volkswagen,golf,limousine,manuell,benzin,nein,60,80000,407,8800
mini,cooper,cabrio,manuell,benzin,nein,174,80000,82,14250
volkswagen,golf,limousine,manuell,benzin,nein,122,125000,71,8875
volkswagen,up,kleinwagen,manuell,benzin,nein,60,5000,11,9900
bmw,3er,kombi,manuell,benzin,nein,102,150000,222,1999
fiat,500,kleinwagen,manuell,benzin,nein,69,50000,32,8700
audi,a6,kombi,automatik,diesel,nein,245,125000,48,28900
mercedes_benz,slk,cabrio,automatik,benzin,nein,184,30000,84,19990
opel,astra,kombi,manuell,diesel,ja,101,150000,99,2700
volkswagen,passat,kombi,manuell,benzin,nein,90,150000,292,1499
suzuki,jimny,suv,manuell,benzin,nein,82,20000,17,13500
mazda,mx_reihe,cabrio,manuell,benzin,nein,126,80000,113,7800
volvo,andere,limousine,automatik,diesel,nein,179,150000,115,5300
rover,andere,limousine,automatik,benzin,nein,150,150000,526,5490
ford,s_max,bus,manuell,diesel,nein,140,150000,95,7500
opel,zafira,bus,manuell,benzin,nein,125,150000,174,1500
volvo,v70,kombi,manuell,benzin,nein,140,150000,194,999
dacia,logan,limousine,manuell,diesel,nein,68,150000,114,2250
alfa_romeo,159,kombi,manuell,diesel,nein,209,90000,95,15500
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,170,150000,88,7350
bmw,5er,limousine,manuell,benzin,nein,170,150000,203,1499
volkswagen,transporter,bus,manuell,diesel,nein,78,150000,268,2499
honda,civic,limousine,manuell,benzin,nein,201,125000,106,9299
opel,andere,limousine,manuell,benzin,ja,75,100000,359,750
volkswagen,sharan,bus,automatik,diesel,nein,140,70000,61,12900
citroen,andere,kleinwagen,manuell,benzin,nein,120,60000,74,9980
ford,s_max,bus,manuell,diesel,nein,116,150000,88,7250
bmw,z_reihe,cabrio,manuell,benzin,nein,192,125000,155,9900
opel,zafira,bus,manuell,benzin,nein,101,150000,202,1990
audi,a6,limousine,automatik,diesel,nein,232,150000,94,14400
ford,fiesta,limousine,manuell,diesel,nein,90,100000,83,5899
mercedes_benz,andere,coupe,automatik,diesel,nein,224,150000,74,21900
renault,clio,kleinwagen,manuell,benzin,nein,75,150000,209,1200
ford,fiesta,kleinwagen,manuell,benzin,nein,60,150000,147,1960
bmw,5er,kombi,automatik,diesel,nein,204,100000,61,23999
opel,vivaro,bus,manuell,diesel,nein,140,20000,16,27650
audi,a4,kombi,manuell,diesel,nein,190,5000,3,31500
opel,omega,limousine,manuell,benzin,nein,136,125000,268,800
opel,vectra,limousine,manuell,benzin,ja,101,150000,207,100
smart,fortwo,kleinwagen,automatik,benzin,nein,71,40000,85,5000
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,170,150000,86,13900
volkswagen,polo,kleinwagen,manuell,benzin,nein,64,90000,156,2700
peugeot,2_reihe,cabrio,manuell,benzin,nein,120,50000,81,7490
